seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,1,Apa yang dimaksud dengan dipan yang kukuh dan indah dalam tafsir ini?,450,127,577
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,2,Mengapa dipan tersebut dihiasi dengan emas dan permata?,450,127,577
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,3,Bagaimana kondisi mereka yang berada di atas dipan tersebut?,450,127,577
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,450,127,577
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,5,Apa makna simbolis dari emas dan permata dalam konteks ini?,450,127,577
4994,Al-Wāqi‘ah,15,Al-Wāqi‘ah:15,6,Bagaimana gambaran dipan ini mencerminkan balasan di akhirat?,450,127,577
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,1,Apa maksud 'bertelekan di atasnya' dalam konteks ini?,453,109,562
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,2,Mengapa mereka berhadap-hadapan sambil bersyukur?,453,109,562
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,3,Bagaimana cara mensyukuri nikmat seperti yang digambarkan?,453,109,562
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,453,109,562
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,5,Kapan biasanya kondisi bersyukur seperti ini terjadi?,453,109,562
4995,Al-Wāqi‘ah,16,Al-Wāqi‘ah:16,6,Apa hubungan antara bersandar dan bersyukur dalam adab Islam?,453,109,562
4996,Al-Wāqi‘ah,17,Al-Wāqi‘ah:17,1,Apa yang dimaksud dengan anak-anak muda di surga?,453,90,543
4996,Al-Wāqi‘ah,17,Al-Wāqi‘ah:17,2,Mengapa anak-anak muda di surga tetap muda selamanya?,453,90,543
4996,Al-Wāqi‘ah,17,Al-Wāqi‘ah:17,3,Bagaimana kondisi anak-anak muda tersebut di surga?,453,90,543
4996,Al-Wāqi‘ah,17,Al-Wāqi‘ah:17,4,Siapa yang akan dikelilingi oleh anak-anak muda di surga?,453,90,543
4996,Al-Wāqi‘ah,17,Al-Wāqi‘ah:17,5,Kapan penghuni surga akan menikmati keberadaan anak-anak muda ini?,453,90,543
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,1,Apa yang dilakukan anak-anak muda dalam tafsir ini?,466,90,556
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,2,Mengapa minuman yang dibawa disebut segar?,466,90,556
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,3,Bagaimana sumber air yang disebutkan dalam tafsir?,466,90,556
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,4,Siapa yang dilayani oleh anak-anak muda tersebut?,466,90,556
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,5,Apa saja benda yang digunakan untuk melayani?,466,90,556
4997,Al-Wāqi‘ah,18,Al-Wāqi‘ah:18,6,Mengapa sumber air itu tidak pernah kering?,466,90,556
4998,Al-Wāqi‘ah,19,Al-Wāqi‘ah:19,1,Apa yang dimaksud dengan minuman anggur yang tidak memabukkan?,454,91,545
4998,Al-Wāqi‘ah,19,Al-Wāqi‘ah:19,2,Mengapa minuman di surga tidak menyebabkan pening atau mabuk?,454,91,545
4998,Al-Wāqi‘ah,19,Al-Wāqi‘ah:19,3,Bagaimana sifat minuman di surga berbeda dengan minuman di dunia?,454,91,545
4998,Al-Wāqi‘ah,19,Al-Wāqi‘ah:19,4,Siapa yang akan menikmati minuman seperti ini?,454,91,545
4998,Al-Wāqi‘ah,19,Al-Wāqi‘ah:19,5,Apa manfaat dari minuman yang tidak memabukkan tersebut?,454,91,545
4999,Al-Wāqi‘ah,20,Al-Wāqi‘ah:20,1,Apa saja makanan dan buah-buahan yang disediakan di sana?,453,75,528
4999,Al-Wāqi‘ah,20,Al-Wāqi‘ah:20,2,Mengapa makanan dan buah-buahan itu beragam?,453,75,528
4999,Al-Wāqi‘ah,20,Al-Wāqi‘ah:20,3,Bagaimana cara mereka memilih buah-buahan yang diinginkan?,453,75,528
4999,Al-Wāqi‘ah,20,Al-Wāqi‘ah:20,4,Siapa yang menikmati makanan dan buah-buahan tersebut?,453,75,528
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,1,Apa yang dihidangkan kepada mereka?,453,92,545
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,2,Bagaimana jenis daging burung yang disediakan?,453,92,545
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,3,Mengapa daging burung itu disebut menggugah selera?,453,92,545
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,4,Siapa yang mendapatkan hidangan tersebut?,453,92,545
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,5,Kapan biasanya hidangan seperti ini diberikan?,453,92,545
5000,Al-Wāqi‘ah,21,Al-Wāqi‘ah:21,6,Apakah ada makna khusus dari penyajian daging burung dalam konteks ini?,453,92,545
5001,Al-Wāqi‘ah,22,Al-Wāqi‘ah:22,1,Apa yang didapat orang beriman di surga?,468,86,554
5001,Al-Wāqi‘ah,22,Al-Wāqi‘ah:22,2,Bagaimana gambaran bidadari di surga?,468,86,554
5001,Al-Wāqi‘ah,22,Al-Wāqi‘ah:22,3,Mengapa orang beriman diberi karunia dan nikmat?,468,86,554
5001,Al-Wāqi‘ah,22,Al-Wāqi‘ah:22,4,Siapa yang dikelilingi bidadari di surga?,468,86,554
5001,Al-Wāqi‘ah,22,Al-Wāqi‘ah:22,5,Apa ciri-ciri bidadari yang disebutkan dalam tafsir?,468,86,554
5002,Al-Wāqi‘ah,23,Al-Wāqi‘ah:23,1,Apa makna perumpamaan mutiara yang tersimpan baik dalam tafsir ini?,446,104,550
5002,Al-Wāqi‘ah,23,Al-Wāqi‘ah:23,2,Mengapa mereka diibaratkan tidak ternoda oleh apa pun?,446,104,550
5002,Al-Wāqi‘ah,23,Al-Wāqi‘ah:23,3,Bagaimana cara menerapkan sifat seperti mutiara tersimpan dalam kehidupan sehari-hari?,446,104,550
5002,Al-Wāqi‘ah,23,Al-Wāqi‘ah:23,4,Siapa yang dimaksud dengan 'mereka' dalam perumpamaan ini?,446,104,550
5002,Al-Wāqi‘ah,23,Al-Wāqi‘ah:23,5,Apa contoh konkret dari ketidakternodaan dalam konteks ini?,446,104,550
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,1,Apa yang dimaksud dengan kenikmatan yang diberikan Allah?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,2,Mengapa Allah memberikan kenikmatan kepada hamba-Nya?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,3,Bagaimana cara mendapatkan kenikmatan dari Allah?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,4,Apa hubungan antara keimanan dan amal baik dengan kenikmatan?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,5,Siapa yang berhak menerima kenikmatan tersebut?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,6,Apakah kenikmatan itu hanya di akhirat atau juga di dunia?,459,124,583
5003,Al-Wāqi‘ah,24,Al-Wāqi‘ah:24,7,Mengapa amal baik di dunia menjadi pertimbangan untuk kenikmatan?,459,124,583
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,1,Apa yang tidak didengar di dalamnya menurut tafsir ini?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,2,Mengapa perkataan sia-sia dan dosa tidak ada di sana?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,3,Bagaimana ciri-ciri perkataan yang tidak bermanfaat?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,5,Kapan situasi ini biasanya terjadi?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,6,Apa contoh perkataan yang menimbulkan dosa?,469,129,598
5004,Al-Wāqi‘ah,25,Al-Wāqi‘ah:25,7,Bagaimana cara menghindari perkataan sia-sia dalam kehidupan sehari-hari?,469,129,598
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,1,Apa yang didengar oleh mereka di dalam sana?,451,111,562
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,2,Mengapa ucapan yang didengar berupa salam dan doa?,451,111,562
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,3,Bagaimana suasana yang tercipta dari ucapan salam dan doa tersebut?,451,111,562
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,4,Siapa yang dimaksud dengan 'mereka' dalam konteks ini?,451,111,562
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,5,Kapan biasanya ucapan seperti ini diucapkan dalam kehidupan sehari-hari?,451,111,562
5005,Al-Wāqi‘ah,26,Al-Wāqi‘ah:26,6,Apa makna dari doa yang menyejukkan dalam konteks ini?,451,111,562
5006,Al-Wāqi‘ah,27,Al-Wāqi‘ah:27,1,Siapa yang termasuk golongan kanan menurut ayat ini?,509,76,585
5006,Al-Wāqi‘ah,27,Al-Wāqi‘ah:27,2,Mengapa golongan kanan disebut sangat berbahagia?,509,76,585
5006,Al-Wāqi‘ah,27,Al-Wāqi‘ah:27,3,Apa balasan yang dijanjikan untuk golongan kanan?,509,76,585
5006,Al-Wāqi‘ah,27,Al-Wāqi‘ah:27,4,Bagaimana ciri-ciri orang yang termasuk golongan kanan?,509,76,585
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,1,Apa yang dimaksud dengan golongan kanan?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,2,Mengapa mereka berada di antara pohon bidara yang tak berduri?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,3,Bagaimana suasana kegembiraan yang dialami golongan kanan?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,4,Apa ciri-ciri pohon bidara yang disebutkan dalam tafsir?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,5,Siapa yang termasuk dalam golongan kanan?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,6,Apa hubungan antara pohon bidara dan keadaan golongan kanan?,454,121,575
5007,Al-Wāqi‘ah,28,Al-Wāqi‘ah:28,7,Mengapa pohon bidara itu digambarkan tanpa duri?,454,121,575
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,1,Apa yang dimaksud dengan pohon pisang yang bersusun-susun buahnya?,452,106,558
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,2,Mengapa pohon pisang disebutkan dalam konteks ini?,452,106,558
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,3,Bagaimana kondisi buah pisang yang digambarkan?,452,106,558
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,4,Apa makna dari buah yang telah masak dalam penggambaran ini?,452,106,558
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,5,Siapa yang berada di sekeliling pohon pisang tersebut?,452,106,558
5008,Al-Wāqi‘ah,29,Al-Wāqi‘ah:29,6,Kapan buah pisang itu menjadi masak?,452,106,558
5009,Al-Wāqi‘ah,30,Al-Wāqi‘ah:30,1,Apa yang dimaksud dengan suasana yang menyenangkan dalam konteks ini?,452,90,542
5009,Al-Wāqi‘ah,30,Al-Wāqi‘ah:30,2,Bagaimana gambaran naungan yang terbentang luas itu?,452,90,542
5009,Al-Wāqi‘ah,30,Al-Wāqi‘ah:30,3,Mengapa suasana di tempat itu digambarkan sangat menyenangkan?,452,90,542
5009,Al-Wāqi‘ah,30,Al-Wāqi‘ah:30,4,Di mana biasanya tempat dengan suasana seperti ini disebutkan?,452,90,542
5009,Al-Wāqi‘ah,30,Al-Wāqi‘ah:30,5,Apa makna dari naungan yang ada di bagian atasnya?,452,90,542
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,1,Apa yang dimaksud dengan 'terasa sejuk' dalam konteks ini?,452,92,544
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,2,Mengapa ada air jernih yang tercurah di sana?,452,92,544
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,3,Bagaimana kondisi air yang tercurah tersebut?,452,92,544
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,4,Siapa atau apa yang menyebabkan air itu tercurah?,452,92,544
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,5,Kapan peristiwa ini terjadi?,452,92,544
5010,Al-Wāqi‘ah,31,Al-Wāqi‘ah:31,6,Apa manfaat dari air jernih yang tercurah itu?,452,92,544
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,1,Apa saja jenis sayuran dan buah-buahan yang ada di surga?,450,137,587
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,2,Mengapa sayuran dan buah-buahan di surga digambarkan sudah masak?,450,137,587
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,3,Bagaimana kondisi sayuran dan buah-buahan di surga dibandingkan dengan di dunia?,450,137,587
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,4,Apakah semua jenis sayuran dan buah-buahan di surga tersedia untuk semua penghuninya?,450,137,587
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,5,Kapan penghuni surga dapat menikmati sayuran dan buah-buahan tersebut?,450,137,587
5011,Al-Wāqi‘ah,32,Al-Wāqi‘ah:32,6,Siapa yang akan menyediakan beragam sayuran dan buah-buahan di surga?,450,137,587
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,1,Apa yang dimaksud dengan pepohonan di surga?,458,110,568
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,2,Bagaimana kondisi buah-buahan di pepohonan surga?,458,110,568
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,3,Apakah penghuni surga bebas mengambil buah-buahan tersebut?,458,110,568
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,4,Mengapa pepohonan di surga tidak pernah berhenti berbuah?,458,110,568
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,5,Siapa yang dapat menikmati buah-buahan dari pepohonan surga?,458,110,568
5012,Al-Wāqi‘ah,33,Al-Wāqi‘ah:33,6,Bagaimana perbedaan pepohonan di surga dengan di dunia?,458,110,568
5013,Al-Wāqi‘ah,34,Al-Wāqi‘ah:34,1,Apa yang disediakan bagi mereka di tempat istirahat?,462,92,554
5013,Al-Wāqi‘ah,34,Al-Wāqi‘ah:34,2,Bagaimana kondisi kasur-kasur yang ada di atas pembaringan?,462,92,554
5013,Al-Wāqi‘ah,34,Al-Wāqi‘ah:34,3,Mengapa tempat istirahat ini dilengkapi dengan pembaringan dan kasur?,462,92,554
5013,Al-Wāqi‘ah,34,Al-Wāqi‘ah:34,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,462,92,554
5013,Al-Wāqi‘ah,34,Al-Wāqi‘ah:34,5,Kapan tempat istirahat seperti ini akan diberikan?,462,92,554
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,1,Apa yang dimaksud dengan bidadari-bidadari cantik di surga?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,2,Bagaimana bidadari-bidadari itu diciptakan?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,3,Siapa yang menciptakan bidadari-bidadari tersebut?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,4,Mengapa bidadari-bidadari disebut sebagai kenikmatan di surga?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,5,Apakah bidadari-bidadari hanya untuk laki-laki di surga?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,6,Kapan bidadari-bidadari ini akan dinikmati oleh penghuni surga?,463,136,599
5014,Al-Wāqi‘ah,35,Al-Wāqi‘ah:35,7,Apa perbedaan bidadari-bidadari dengan manusia biasa?,463,136,599
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,1,Apa maksud 'gadis-gadis perawan' dalam konteks ini?,440,112,552
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,2,Mengapa mereka dijadikan sebagai gadis perawan?,440,112,552
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,3,Bagaimana sifat atau ciri-ciri gadis perawan yang dimaksud?,440,112,552
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,440,112,552
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,5,Apakah ada hubungannya dengan kehidupan akhirat?,440,112,552
5015,Al-Wāqi‘ah,36,Al-Wāqi‘ah:36,6,Apa perbedaan gadis perawan di dunia dan di akhirat menurut tafsir ini?,440,112,552
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,1,Apa maksud 'penuh dengan cinta' dalam konteks ini?,441,115,556
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,2,Bagaimana hubungan antara cinta dan kesamaan umur?,441,115,556
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,3,Mengapa kesebayaan umur disebutkan bersamaan dengan cinta?,441,115,556
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,441,115,556
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,5,Bagaimana penerapan nilai cinta dan kesebayaan umur dalam kehidupan sehari-hari?,441,115,556
5016,Al-Wāqi‘ah,37,Al-Wāqi‘ah:37,6,Apa manfaat memiliki hubungan yang penuh cinta dan sebaya umur?,441,115,556
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,1,Siapa yang dimaksud dengan 'golongan kanan' dalam tafsir ini?,452,134,586
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,2,Apa ciri-ciri orang yang termasuk dalam golongan kanan?,452,134,586
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,3,Mengapa Allah menciptakan sesuatu khusus untuk golongan kanan?,452,134,586
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,4,Bagaimana cara menjadi bagian dari golongan kanan yang teguh imannya?,452,134,586
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,5,Apa contoh perbuatan yang menunjukkan ketaatan pada aturan Allah?,452,134,586
5017,Al-Wāqi‘ah,38,Al-Wāqi‘ah:38,6,Apakah ada hubungan antara keimanan yang teguh dengan ketaatan pada aturan Allah?,452,134,586
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,1,Siapa yang dimaksud dengan kelompok kanan dalam tafsir ini?,465,108,573
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,2,Apa yang dimaksud dengan karunia dan kenikmatan yang disebutkan?,465,108,573
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,3,Mengapa kelompok kanan berhak mendapatkan karunia tersebut?,465,108,573
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,4,Bagaimana ciri-ciri orang yang termasuk dalam kelompok kanan?,465,108,573
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,5,Apakah hanya orang terdahulu yang bisa masuk kelompok kanan?,465,108,573
5018,Al-Wāqi‘ah,39,Al-Wāqi‘ah:39,6,Apa contoh perbuatan menaati ajaran Allah yang dilakukan mereka?,465,108,573
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,1,Apa maksud dari 'segolongan besar' dalam konteks ini?,449,108,557
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,2,Mengapa disebutkan 'orang-orang yang kemudian' dalam memeluk Islam?,449,108,557
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,3,Bagaimana proses persiapan bagi mereka yang masuk Islam belakangan?,449,108,557
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,4,Siapa yang dimaksud dengan 'orang-orang yang kemudian' itu?,449,108,557
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,5,Kapan biasanya orang-orang ini memeluk Islam?,449,108,557
5019,Al-Wāqi‘ah,40,Al-Wāqi‘ah:40,6,Apa implikasi dari persiapan ini bagi umat Islam?,449,108,557
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,1,Siapa yang termasuk golongan kiri?,505,89,594
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,2,Mengapa golongan kiri disebut sengsara?,505,89,594
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,3,Apa yang menyebabkan seseorang masuk golongan kiri?,505,89,594
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,4,Bagaimana azab yang diterima golongan kiri?,505,89,594
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,5,Apa perbedaan golongan kiri dengan golongan kanan?,505,89,594
5020,Al-Wāqi‘ah,41,Al-Wāqi‘ah:41,6,Kapan azab untuk golongan kiri diberikan?,505,89,594
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,1,Apa yang menyebabkan tubuh mereka melepuh?,479,99,578
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,2,Mengapa mereka diberi minuman air panas yang mendidih?,479,99,578
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,3,Bagaimana kondisi lidah mereka saat meminum air panas itu?,479,99,578
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,4,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,479,99,578
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,5,Kapan siksaan seperti ini terjadi?,479,99,578
5021,Al-Wāqi‘ah,42,Al-Wāqi‘ah:42,6,Apa tujuan dari siksaan yang dijelaskan dalam tafsir ini?,479,99,578
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,1,Apa yang dimaksud dengan golongan kiri?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,2,Mengapa azab bagi golongan kiri digambarkan sangat pedih?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,3,Bagaimana kondisi golongan kiri di akhirat?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,4,Apa maksud dari naungan asap hitam dari api neraka?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,5,Siapa yang termasuk dalam golongan kiri?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,6,Apakah ada perbedaan antara golongan kiri dan kanan dalam konteks ini?,456,118,574
5022,Al-Wāqi‘ah,43,Al-Wāqi‘ah:43,7,Bagaimana cara menghindari menjadi bagian dari golongan kiri?,456,118,574
5023,Al-Wāqi‘ah,44,Al-Wāqi‘ah:44,1,Apa yang dimaksud dengan asap hitam dalam tafsir ini?,450,103,553
5023,Al-Wāqi‘ah,44,Al-Wāqi‘ah:44,2,Mengapa suasana di neraka digambarkan tidak sejuk dan tidak menyenangkan?,450,103,553
5023,Al-Wāqi‘ah,44,Al-Wāqi‘ah:44,3,Bagaimana asap hitam mempengaruhi kondisi di neraka?,450,103,553
5023,Al-Wāqi‘ah,44,Al-Wāqi‘ah:44,4,Siapa yang akan mengalami suasana neraka seperti ini?,450,103,553
5023,Al-Wāqi‘ah,44,Al-Wāqi‘ah:44,5,Apakah ada penjelasan lain tentang asap di neraka dalam Islam?,450,103,553
5024,Al-Wāqi‘ah,45,Al-Wāqi‘ah:45,1,Apa yang dimaksud dengan golongan kiri?,459,94,553
5024,Al-Wāqi‘ah,45,Al-Wāqi‘ah:45,2,Mengapa golongan kiri mendapat azab yang pedih?,459,94,553
5024,Al-Wāqi‘ah,45,Al-Wāqi‘ah:45,3,Bagaimana hubungan antara hidup bermewahan dengan azab?,459,94,553
5024,Al-Wāqi‘ah,45,Al-Wāqi‘ah:45,4,Apa contoh harta yang tidak halal dalam konteks ini?,459,94,553
5024,Al-Wāqi‘ah,45,Al-Wāqi‘ah:45,5,Siapa yang termasuk dalam golongan kiri?,459,94,553
