seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
14,Al-Baqarah ,7,Al-Baqarah :7,5,Siapa yang dimaksud dengan 'mereka' dalam penjelasan ini?,541,101,642
14,Al-Baqarah ,7,Al-Baqarah :7,6,Mengapa azab berat diberikan kepada mereka?,541,101,642
15,Al-Baqarah ,8,Al-Baqarah :8,1,Apa yang dimaksud dengan kelompok ketiga dalam menyikapi petunjuk Al-Qur'an?,593,138,731
15,Al-Baqarah ,8,Al-Baqarah :8,2,Mengapa kelompok ketiga ini dianggap lebih berbahaya daripada yang terang-terangan kafir?,593,138,731
15,Al-Baqarah ,8,Al-Baqarah :8,3,Bagaimana ciri-ciri orang yang mengatakan beriman padahal tidak jujur?,593,138,731
15,Al-Baqarah ,8,Al-Baqarah :8,4,Siapa yang termasuk dalam kelompok yang menampakkan diri seperti kawan tapi sebenarnya lawan?,593,138,731
15,Al-Baqarah ,8,Al-Baqarah :8,5,Apa akibat dari tidak jujur dalam mengucapkan keimanan menurut tafsir ini?,593,138,731
15,Al-Baqarah ,8,Al-Baqarah :8,6,Mengapa pernyataan iman harus lahir dari hati nurani?,593,138,731
16,Al-Baqarah ,9,Al-Baqarah :9,1,Apa maksud dari menipu Allah menurut teks ini?,538,108,646
16,Al-Baqarah ,9,Al-Baqarah :9,2,Mengapa orang-orang munafik merasa berhasil menipu orang beriman?,538,108,646
16,Al-Baqarah ,9,Al-Baqarah :9,3,Bagaimana perbuatan buruk akan kembali kepada pelakunya?,538,108,646
16,Al-Baqarah ,9,Al-Baqarah :9,4,Siapa yang sebenarnya dirugikan oleh tipu daya mereka?,538,108,646
16,Al-Baqarah ,9,Al-Baqarah :9,5,Kapan akibat dari perbuatan itu akan terjadi?,538,108,646
16,Al-Baqarah ,9,Al-Baqarah :9,6,Apa yang tidak disadari oleh orang-orang munafik dalam tindakan mereka?,538,108,646
17,Al-Baqarah ,10,Al-Baqarah :10,1,Apa saja penyakit hati yang disebutkan dalam teks?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,2,Mengapa kemenangan orang beriman menambah parah penyakit hati mereka?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,3,Bagaimana keraguan mereka terhadap Islam semakin menjadi?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,4,Apa akibat dari berdusta dengan memperlihatkan keimanan padahal hati ingkar?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,5,Siapa yang akan mendapat azab pedih menurut penjelasan ini?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,6,Mengapa rasa iri dan dengki menyebabkan penderitaan di dunia?,565,136,701
17,Al-Baqarah ,10,Al-Baqarah :10,7,Bagaimana keyakinan yang keliru mempengaruhi kondisi hati seseorang?,565,136,701
18,Al-Baqarah ,11,Al-Baqarah :11,1,Apa yang dimaksud dengan 'berbuat kerusakan di bumi' dalam konteks ini?,577,154,731
18,Al-Baqarah ,11,Al-Baqarah :11,2,Mengapa orang-orang yang dinasihati justru mengklaim diri mereka sebagai perbaikan?,577,154,731
18,Al-Baqarah ,11,Al-Baqarah :11,3,Bagaimana rasa bangga diri memengaruhi persepsi seseorang terhadap perbuatan kerusakan?,577,154,731
18,Al-Baqarah ,11,Al-Baqarah :11,4,Siapa yang termasuk dalam golongan perusak yang tertipu oleh dirinya sendiri?,577,154,731
18,Al-Baqarah ,11,Al-Baqarah :11,5,Apa contoh-contoh perbuatan yang dianggap kerusakan menurut tafsir ini?,577,154,731
18,Al-Baqarah ,11,Al-Baqarah :11,6,Mengapa perusak sering merasa bahwa kerusakan yang dilakukannya adalah kebaikan?,577,154,731
19,Al-Baqarah ,12,Al-Baqarah :12,1,Apa yang dimaksud dengan orang-orang yang menampakkan keimanan tetapi menyembunyikan kekufuran?,587,110,697
19,Al-Baqarah ,12,Al-Baqarah :12,2,Mengapa Allah mengingatkan orang mukmin agar tidak tertipu oleh kelakuan mereka?,587,110,697
19,Al-Baqarah ,12,Al-Baqarah :12,3,Bagaimana cara mereka merusak diri sendiri dan orang lain?,587,110,697
19,Al-Baqarah ,12,Al-Baqarah :12,4,Mengapa mereka tidak menyadari kerusakan yang mereka perbuat?,587,110,697
19,Al-Baqarah ,12,Al-Baqarah :12,5,Apa akibat buruk yang akan menimpa mereka karena kemunafikan?,587,110,697
20,Al-Baqarah ,13,Al-Baqarah :13,1,Apa yang diucapkan orang-orang sombong ketika dinasihati untuk beriman?,618,109,727
20,Al-Baqarah ,13,Al-Baqarah :13,2,Mengapa mereka menolak beriman seperti para sahabat Nabi?,618,109,727
20,Al-Baqarah ,13,Al-Baqarah :13,3,Bagaimana Allah membantah kesombongan mereka?,618,109,727
20,Al-Baqarah ,13,Al-Baqarah :13,4,Siapa yang sebenarnya bodoh menurut penjelasan ini?,618,109,727
20,Al-Baqarah ,13,Al-Baqarah :13,5,Mengapa orang-orang sombong tidak menyadari kebodohan mereka sendiri?,618,109,727
20,Al-Baqarah ,13,Al-Baqarah :13,6,Apa akibat dari kesombongan dalam beragama?,618,109,727
21,Al-Baqarah ,14,Al-Baqarah :14,1,Apa yang dilakukan orang munafik saat bertemu orang beriman?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,2,Mengapa orang munafik mengaku beriman di depan orang mukmin?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,3,Bagaimana sikap orang munafik saat kembali ke teman-temannya?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,4,Siapa yang dimaksud dengan pemimpin seperti setan dalam tafsir ini?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,5,Apa tujuan orang munafik menyatakan keimanan secara lisan?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,6,Mengapa orang munafik mengatakan hanya berolok-olok saat mengaku beriman?,582,140,722
21,Al-Baqarah ,14,Al-Baqarah :14,7,Bagaimana ciri-ciri perilaku orang munafik berdasarkan penjelasan ini?,582,140,722
22,Al-Baqarah ,15,Al-Baqarah :15,1,Apa yang akan Allah lakukan sebagai balasan atas perbuatan mereka?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,2,Mengapa Allah menangguhkan siksa-Nya untuk sementara waktu?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,3,Bagaimana kondisi mereka selama penangguhan siksa itu?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,4,Kapan saat yang tepat untuk menyiksa mereka tiba?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,5,Apa maksud dari 'memperlakukan mereka seperti orang yang memperolok-olokkan'?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,6,Apakah penangguhan siksa membuat mereka semakin sesat?,528,137,665
22,Al-Baqarah ,15,Al-Baqarah :15,7,Bagaimana hubungan penjelasan ini dengan surah lain yang disebutkan?,528,137,665
23,Al-Baqarah ,16,Al-Baqarah :16,1,Apa maksud dari orang-orang yang membeli kesesatan dengan petunjuk?,543,115,658
23,Al-Baqarah ,16,Al-Baqarah :16,2,Mengapa mereka diumpamakan seperti pedagang yang memilih barang rusak?,543,115,658
23,Al-Baqarah ,16,Al-Baqarah :16,3,Bagaimana akibat dari memilih kesesatan dan mengabaikan kebenaran?,543,115,658
23,Al-Baqarah ,16,Al-Baqarah :16,4,Apa yang menyebabkan mereka tidak mendapat petunjuk?,543,115,658
23,Al-Baqarah ,16,Al-Baqarah :16,5,Mengapa perdagangan mereka tidak beruntung bahkan modalnya hilang?,543,115,658
23,Al-Baqarah ,16,Al-Baqarah :16,6,Siapa yang dimaksud dengan orang-orang yang jauh dari kebenaran?,543,115,658
24,Al-Baqarah ,17,Al-Baqarah :17,1,Apa perumpamaan yang digunakan untuk menggambarkan orang-orang munafik?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,2,Mengapa Allah melenyapkan cahaya dari orang-orang munafik?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,3,Bagaimana keadaan orang-orang munafik setelah cahaya mereka lenyap?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,4,Apa yang menyebabkan mata mereka tertutup dari petunjuk?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,5,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,6,Mengapa mereka pantas berada dalam kebimbangan dan kesesatan?,574,130,704
24,Al-Baqarah ,17,Al-Baqarah :17,7,Apa manfaat yang didapatkan sebelum cahaya itu dihilangkan?,574,130,704
25,Al-Baqarah ,18,Al-Baqarah :18,1,Apa maksud dari orang yang seperti tuli dalam tafsir ini?,559,103,662
25,Al-Baqarah ,18,Al-Baqarah :18,2,Mengapa mereka disebut seperti orang bisu?,559,103,662
25,Al-Baqarah ,18,Al-Baqarah :18,3,Bagaimana mereka kehilangan fungsi penglihatan menurut tafsir?,559,103,662
25,Al-Baqarah ,18,Al-Baqarah :18,4,Apa perbedaan antara mata kepala dan mata hati dalam konteks ini?,559,103,662
25,Al-Baqarah ,18,Al-Baqarah :18,5,Mengapa mereka tidak dapat kembali dari kesesatan?,559,103,662
25,Al-Baqarah ,18,Al-Baqarah :18,6,Apa yang dimaksud dengan menjual dan meninggalkan kebenaran?,559,103,662
26,Al-Baqarah ,19,Al-Baqarah :19,1,Apa yang dimaksud dengan keadaan orang yang penuh kebimbangan dan kesulitan dalam tafsir ini?,655,154,809
26,Al-Baqarah ,19,Al-Baqarah :19,2,Mengapa orang-orang dalam tafsir ini menyumbat telinga saat petir menggelegar?,655,154,809
26,Al-Baqarah ,19,Al-Baqarah :19,3,Bagaimana sikap orang-orang ketika Al-Qur'an diturunkan menurut tafsir ini?,655,154,809
26,Al-Baqarah ,19,Al-Baqarah :19,4,Apa perumpamaan hujan lebat dan kegelapan dalam tafsir ini?,655,154,809
26,Al-Baqarah ,19,Al-Baqarah :19,5,Siapa yang diliputi dan diketahui oleh Allah menurut penjelasan tafsir?,655,154,809
26,Al-Baqarah ,19,Al-Baqarah :19,6,Mengapa orang-orang berpaling dari Al-Qur'an meskipun berisi penjelasan?,655,154,809
27,Al-Baqarah ,20,Al-Baqarah :20,1,Apa yang dialami orang-orang munafik ketika melihat kilat?,661,115,776
27,Al-Baqarah ,20,Al-Baqarah :20,2,Mengapa orang-orang munafik hanya sementara ingin mengikuti kebenaran?,661,115,776
27,Al-Baqarah ,20,Al-Baqarah :20,3,Bagaimana Allah memperlakukan orang-orang munafik menurut tafsir ini?,661,115,776
27,Al-Baqarah ,20,Al-Baqarah :20,4,Siapa yang memiliki sifat Mahakuasa atas segala sesuatu?,661,115,776
27,Al-Baqarah ,20,Al-Baqarah :20,5,Kapan Allah bisa menghilangkan pendengaran dan penglihatan mereka?,661,115,776
27,Al-Baqarah ,20,Al-Baqarah :20,6,Apa makna dari kilat dan gelap yang disebutkan dalam tafsir?,661,115,776
28,Al-Baqarah ,21,Al-Baqarah :21,1,Apa tiga hal yang Allah serukan kepada manusia untuk beragama secara benar?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,2,Mengapa manusia harus beribadah hanya kepada Allah?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,3,Bagaimana beribadah dapat membantu seseorang bertakwa?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,4,Apa tujuan dari perintah beribadah menurut tafsir ini?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,5,Siapa yang dimaksud dengan tiga golongan manusia dalam menyikapi kebenaran Al-Qur'an?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,6,Mengapa penting untuk percaya kepada risalah Nabi Muhammad?,657,137,794
28,Al-Baqarah ,21,Al-Baqarah :21,7,Bagaimana beriman kepada hari kebangkitan mempengaruhi kehidupan manusia?,657,137,794
29,Al-Baqarah ,22,Al-Baqarah :22,1,Apa maksud bumi dijadikan hamparan yang layak dihuni?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,2,Mengapa langit disebut sebagai atap yang cermat dan kukuh?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,3,Bagaimana air hujan menjadi sumber kehidupan menurut tafsir ini?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,4,Apa hubungan antara buah-buahan dan rezeki dari Allah?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,5,Mengapa kita dilarang mengadakan tandingan bagi Allah?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,6,Apa yang dimaksud dengan fitrah kesucian dalam diri manusia?,638,132,770
29,Al-Baqarah ,22,Al-Baqarah :22,7,Siapa yang menciptakan semua yang disebutkan dalam tafsir ini?,638,132,770
30,Al-Baqarah ,23,Al-Baqarah :23,1,Apa bukti yang disebutkan untuk membuktikan kebenaran Al-Qur'an?,607,139,746
30,Al-Baqarah ,23,Al-Baqarah :23,2,Mengapa Allah menantang manusia untuk membuat surah yang semisal dengan Al-Qur'an?,607,139,746
30,Al-Baqarah ,23,Al-Baqarah :23,3,Bagaimana cara memahami tantangan membuat surah serupa Al-Qur'an dari segi sastra dan hukum?,607,139,746
30,Al-Baqarah ,23,Al-Baqarah :23,4,Siapa yang dimaksud dengan 'hamba Kami' dalam teks ini?,607,139,746
30,Al-Baqarah ,23,Al-Baqarah :23,5,Apa maksud dari 'penolong-penolongmu selain Allah' dalam konteks ini?,607,139,746
30,Al-Baqarah ,23,Al-Baqarah :23,6,Mengapa manusia tidak akan mampu membuat yang serupa dengan Al-Qur'an?,607,139,746
31,Al-Baqarah ,24,Al-Baqarah :24,1,Apa yang dimaksud dengan 'membuat surah yang serupa' dalam konteks ini?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,2,Mengapa manusia tidak mampu membuat surah yang serupa dengan Al-Qur'an?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,3,Bagaimana cara takut akan api neraka menurut penjelasan ini?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,4,Apa saja hal-hal yang dapat menjerumuskan seseorang ke dalam neraka?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,5,Siapa yang dimaksud dengan 'manusia yang ingkar/kufur' dalam tafsir ini?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,6,Mengapa batu dari patung-patung sembahan disebut sebagai bahan bakar neraka?,551,155,706
31,Al-Baqarah ,24,Al-Baqarah :24,7,Apa konsekuensi bagi orang yang menutupi kebenaran tanda kekuasaan Allah?,551,155,706
32,Al-Baqarah ,25,Al-Baqarah :25,1,"Apa balasan bagi orang-orang yang beriman kepada Allah, Rasul, dan kitab-Nya?",701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,2,Bagaimana gambaran surga yang disediakan untuk orang beriman?,701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,3,Mengapa buah-buahan di surga disebut serupa dengan yang di dunia?,701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,4,Siapa yang akan mendapatkan pasangan-pasangan suci di surga?,701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,5,Bagaimana keadaan orang beriman di surga setelah mereka masuk?,701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,6,Apa perbedaan antara balasan untuk orang kafir dan orang beriman?,701,139,840
32,Al-Baqarah ,25,Al-Baqarah :25,7,Kapan orang beriman akan menerima rezeki buah-buahan di surga?,701,139,840
33,Al-Baqarah ,26,Al-Baqarah :26,1,Apa tujuan Allah membuat perumpamaan dengan makhluk kecil seperti lalat atau nyamuk?,802,124,926
33,Al-Baqarah ,26,Al-Baqarah :26,2,Mengapa orang kafir mencibir perumpamaan dari makhluk kecil?,802,124,926
33,Al-Baqarah ,26,Al-Baqarah :26,3,Bagaimana sikap orang beriman terhadap perumpamaan dalam tafsir ini?,802,124,926
33,Al-Baqarah ,26,Al-Baqarah :26,4,Siapa yang disesatkan Allah melalui perumpamaan tersebut?,802,124,926
33,Al-Baqarah ,26,Al-Baqarah :26,5,Mengapa perumpamaan bisa menyebabkan kesesatan bagi sebagian orang?,802,124,926
33,Al-Baqarah ,26,Al-Baqarah :26,6,Apa maksud Allah dengan perumpamaan yang dianggap remeh oleh orang kafir?,802,124,926
34,Al-Baqarah ,27,Al-Baqarah :27,1,Apa yang dimaksud dengan orang fasik menurut teks tersebut?,624,113,737
34,Al-Baqarah ,27,Al-Baqarah :27,2,Mengapa orang fasik disebut merusak di bumi?,624,113,737
34,Al-Baqarah ,27,Al-Baqarah :27,3,Bagaimana cara menghindari menjadi orang yang memutus hubungan dengan orang lain?,624,113,737
34,Al-Baqarah ,27,Al-Baqarah :27,4,Apa akibat dari melanggar perjanjian Allah?,624,113,737
